,name,company,year,Price,kms_driven,fuel_type
2819,Volkswagen Polo,Volkswagen,2015,330000,38000,Diesel
2820,Maruti Suzuki Swift,Maruti,2014,335000,55000,Diesel
2821,Hyundai Elite i20,Hyundai,2015,450000,20000,Diesel
2822,Maruti Suzuki Swift,Maruti,2012,225000,40000,Petrol
2823,Maruti Suzuki Versa,Maruti,2004,80000,50000,Petrol
2824,Tata Indigo LX,Tata,2016,130000,104000,Diesel
2825,Volkswagen Vento Konekt,Volkswagen,2011,245000,65000,Diesel
2826,Mercedes Benz C,Mercedes,2002,399000,41000,Petrol
2827,Maruti Suzuki Ertiga,Maruti,2013,450000,90000,Diesel
2828,Honda City,Honda,2000,65000,80000,Petrol
2829,Hyundai Santro Xing,Hyundai,2006,75000,46000,Petrol
2830,Maruti Suzuki Omni,Maruti,2001,70000,70000,Petrol
2831,Hyundai Sonata Transform,Hyundai,2017,190000,36469,Diesel
2832,Hyundai Elite i20,Hyundai,2018,600000,7800,Petrol
2833,Volkswagen Vento Konekt,Volkswagen,2011,245000,65000,Diesel
2834,Maruti Suzuki Alto,Maruti,2017,240000,60000,Petrol
2835,Maruti Suzuki Alto,Maruti,2011,155000,32000,Petrol
2836,Honda Jazz S,Honda,2009,169999,24695,Petrol
2837,Hyundai Grand i10,Hyundai,2017,450000,15141,Petrol
2838,Maruti Suzuki Zen,Maruti,2001,40000,40000,Petrol
2839,Mahindra Scorpio W,Mahindra,2012,165000,65000,Diesel
2840,Maruti Suzuki Alto,Maruti,2014,270000,22000,Petrol
2841,Hyundai Grand i10,Hyundai,2016,280000,59910,Diesel
2842,Mahindra XUV500 W8,Mahindra,2012,560000,100000,Diesel
2843,Hyundai Creta 1.6,Hyundai,2016,950000,25000,Petrol
2844,Hyundai i20 Magna,Hyundai,2013,310000,35000,Petrol
2845,Renault Duster 85,Renault,2015,715000,65000,Diesel
2846,Hyundai Grand i10,Hyundai,2014,340000,35000,Petrol
2847,Honda Brio V,Honda,2012,235000,33000,Petrol
2848,Mahindra TUV300 T4,Mahindra,2017,610000,68000,Diesel
2849,Chevrolet Spark LS,Chevrolet,2010,95000,23000,Petrol
2850,Mahindra TUV300 T8,Mahindra,2018,1000000,4500,Diesel
2851,Maruti Suzuki Swift,Maruti,2015,220000,129000,Diesel
2852,Nissan X Trail,Nissan,2019,1200000,300,Diesel
2853,Maruti Suzuki Alto,Maruti,2015,230000,5000,Petrol
2854,Ford Ikon 1.3,Ford,2001,45000,65000,Petrol
2855,Toyota Fortuner 3.0,Toyota,2010,940000,131000,Diesel
2856,Tata Manza ELAN,Tata,2010,155555,111111,Petrol
2857,Mercedes Benz A,Mercedes,2013,1500000,14000,Petrol
2858,Chevrolet Beat LS,Chevrolet,2016,210000,22000,Diesel
2859,Ford EcoSport Trend,Ford,2013,495000,38000,Diesel
2860,Tata Indigo LS,Tata,2016,125000,70000,Diesel
2861,Hyundai i20 Magna,Hyundai,2010,195000,36000,Petrol
2862,Volkswagen Vento Highline,Volkswagen,2015,550000,34000,Diesel
2863,Renault Kwid RXT,Renault,2015,270000,43000,Petrol
2864,Ford EcoSport Titanium,Ford,2014,500000,40000,Diesel
2865,Honda Amaze 1.5,Honda,2016,240000,160000,Diesel
2866,Hyundai Verna 1.6,Hyundai,2017,800000,12000,Petrol
2867,BMW 5 Series,BMW,2011,1299000,49000,Diesel
2868,Skoda Superb 1.8,Skoda,2011,530000,68000,Petrol
2869,Audi Q3 2.0,Audi,2013,1499000,37000,Diesel
2870,Mahindra Bolero DI,Mahindra,2012,220000,59466,Diesel
2871,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
2872,Ford Figo Duratorq,Ford,2012,250000,99000,Diesel
2873,Maruti Suzuki Wagon,Maruti,2018,395000,25500,Petrol
2874,Mahindra Logan Diesel,Mahindra,2009,130000,66000,Petrol
2875,Tata Nano GenX,Tata,2010,32000,44005,Petrol
2876,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel
2877,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel
2878,Hyundai Elite i20,Hyundai,2015,405000,28000,Petrol
2879,Hyundai Elite i20,Hyundai,2015,400000,30000,Petrol
2880,Honda City SV,Honda,2017,760000,4000,Petrol
2881,Maruti Suzuki Baleno,Maruti,2016,500000,28000,Petrol
2882,Ford Figo Petrol,Ford,2011,175000,75000,Petrol
2883,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
2884,Honda City,Honda,2017,750000,3000,Petrol
2885,Hyundai Elite i20,Hyundai,2015,419000,20000,Petrol
2886,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol
2887,Hyundai Eon Era,Hyundai,2018,140000,2110,Petrol
2888,Mitsubishi Pajero Sport,Mitsubishi,2015,1540000,43222,Petrol
2889,Hyundai i10 Magna,Hyundai,2008,275000,100200,Petrol
2890,Toyota Corolla H2,Toyota,2003,150000,100000,Petrol
2891,Maruti Suzuki Swift,Maruti,2011,230000,65,Petrol
2892,Tata Indigo CS,Tata,2015,123000,100000,Diesel
2893,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
2894,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
2895,Hyundai Xcent Base,Hyundai,2016,300000,140000,Diesel
2896,Honda City,Honda,2015,499999,55000,Petrol
2897,Hyundai Accent Executive,Hyundai,2009,165000,48000,Petrol
2898,Maruti Suzuki Baleno,Maruti,2016,498000,22000,Petrol
2899,Tata Zest XE,Tata,2018,480000,103553,Diesel
2900,Maruti Suzuki Dzire,Maruti,2017,488000,80000,Diesel
2901,Tata Sumo Gold,Tata,2014,250000,99000,Diesel
2902,Toyota Corolla Altis,Toyota,2010,220000,58000,Petrol
2903,Maruti Suzuki Eeco,Maruti,2013,290000,70000,LPG
2904,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel
2905,Mahindra XUV500 W6,Mahindra,2013,548900,49800,Diesel
2906,Tata Tigor Revotron,Tata,2019,650000,100,Diesel
2907,Maruti Suzuki 800,Maruti,2001,55000,81876,Petrol
2908,Maruti Suzuki Ertiga,Maruti,2015,550000,75000,Petrol
2909,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol
2910,Honda Mobilio S,Honda,2014,399000,44000,Diesel
2911,Maruti Suzuki Ertiga,Maruti,2016,730000,55000,Diesel
2912,Maruti Suzuki Vitara,Maruti,2017,725000,36000,Diesel
2913,Hyundai Verna 1.6,Hyundai,2016,195000,56000,Diesel
2914,Maruti Suzuki Swift,Maruti,2007,130000,62000,Petrol
2915,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel
2916,Maruti Suzuki Omni,Maruti,2014,190000,6020,Petrol
2917,Honda Amaze,Honda,2013,250000,55700,Diesel
2918,Tata Indica,Tata,2005,80000,42000,Petrol
2919,Hyundai Santro Xing,Hyundai,2003,120000,50000,Petrol
2920,Maruti Suzuki Zen,Maruti,2010,149000,35000,Petrol
2921,Maruti Suzuki Wagon,Maruti,2014,250000,18500,Petrol
2922,Maruti Suzuki Wagon,Maruti,2007,120000,7000,Petrol
2923,Honda Brio VX,Honda,2017,450000,11000,Petrol
2924,Maruti Suzuki Zen,Maruti,2003,99999,53000,Petrol
2925,Maruti Suzuki Zen,Maruti,2008,135000,23000,Petrol
2926,Maruti Suzuki Wagon,Maruti,2016,225000,35500,Diesel
2927,Maruti Suzuki Alto,Maruti,2010,99000,22134,Petrol
2928,Renault Kwid RXT,Renault,2019,370000,1000,Petrol
2929,Tata Nano Lx,Tata,2010,52000,9000,Petrol
2930,Jaguar XE XE,Jaguar,2016,2800000,8500,Petrol
2931,Hyundai Eon Magna,Hyundai,2014,190000,35000,Petrol
2932,Honda City 1.5,Honda,2014,499000,22000,Petrol
2933,Hindustan Motors Ambassador,Hindustan,2002,90000,25000,Diesel
2934,Maruti Suzuki Ritz,Maruti,2010,149000,40000,Petrol
2935,Hyundai Grand i10,Hyundai,2017,400000,20000,Petrol
2936,Hyundai Eon D,Hyundai,2016,120000,87000,Petrol
2937,Maruti Suzuki Swift,Maruti,2015,250000,55000,Petrol
2938,Maruti Suzuki Wagon,Maruti,2017,375000,23000,Petrol
2939,Honda Amaze 1.2,Honda,2014,381000,6000,Petrol
2940,Maruti Suzuki Estilo,Maruti,2013,180000,65000,Petrol
2941,Maruti Suzuki Vitara,Maruti,2016,580000,25000,Diesel
2942,Maruti Suzuki Eeco,Maruti,2015,278000,39000,Petrol
2943,Hyundai Creta 1.6,Hyundai,2016,1000000,8000,Petrol
2944,Mahindra Scorpio Vlx,Mahindra,2013,690000,75000,Diesel
2945,Maruti Suzuki Ertiga,Maruti,2012,480000,51000,Diesel
2946,Mitsubishi Lancer 1.8,Mitsubishi,2006,85000,50000,Petrol
2947,Maruti Suzuki Maruti,Maruti,2001,40000,75000,Petrol
2948,Maruti Suzuki Alto,Maruti,2015,90000,55800,Petrol
2949,Hyundai Grand i10,Hyundai,2015,340000,53000,Petrol
2950,Hyundai Eon D,Hyundai,2018,260000,25000,Petrol
2951,Ford Fiesta SXi,Ford,2009,250000,56400,Petrol
2952,Maruti Suzuki Ritz,Maruti,2010,180000,72160,Diesel
2953,Hyundai Verna Fluidic,Hyundai,2012,350000,10000,Diesel
2954,Maruti Suzuki Wagon,Maruti,2006,90001,48000,Petrol
2955,Maruti Suzuki Estilo,Maruti,2007,115000,36000,Petrol
2956,Audi A6 2.0,Audi,2012,1599000,11500,Diesel
2957,Maruti Suzuki Wagon,Maruti,2003,130000,133000,Petrol
2958,Maruti Suzuki Wagon,Maruti,2009,159000,27000,Petrol
2959,Maruti Suzuki Wagon,Maruti,2009,160000,35000,Petrol
2960,Maruti Suzuki Alto,Maruti,2010,110000,55000,Petrol
2961,Maruti Suzuki Baleno,Maruti,2016,425000,40000,Petrol
2962,Hyundai Verna 1.6,Hyundai,2019,900000,2000,Petrol
2963,Maruti Suzuki Swift,Maruti,2009,150000,45000,Petrol
2964,Hyundai Getz Prime,Hyundai,2009,110000,20000,Petrol
2965,Hyundai Santro,Hyundai,2000,51999,88000,Petrol
2966,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
2967,Chevrolet Beat PS,Chevrolet,2012,215000,65422,Diesel
2968,Ford EcoSport Trend,Ford,2017,580000,10000,Petrol
2969,Maruti Suzuki Dzire,Maruti,2013,380000,35000,Petrol
2970,Hyundai Fluidic Verna,Hyundai,2013,350000,117000,Diesel
2971,Tata Indica V2,Tata,2005,35000,150000,Diesel
2972,BMW X1 xDrive20d,BMW,2011,1150000,72000,Diesel
2973,Hyundai i20 Asta,Hyundai,2010,300000,10750,Petrol
2974,Honda City 1.5,Honda,2009,269000,55000,Petrol
2975,Tata Nano,Tata,2013,60000,6800,Petrol
2976,Chevrolet Cruze LTZ,Chevrolet,2014,400000,41000,Diesel
2977,Hyundai Verna Fluidic,Hyundai,2015,430000,73000,Diesel
2978,Maruti Suzuki Swift,Maruti,2011,140000,65000,Diesel
2979,Mahindra XUV500 W10,Mahindra,2018,1299000,40000,Diesel
2980,Maruti Suzuki Alto,Maruti,2014,199000,37000,Petrol
2981,Hyundai Accent GLE,Hyundai,2006,90000,55000,Petrol
2982,Force Motors One,Force,2013,550000,140000,Diesel
2983,Maruti Suzuki Alto,Maruti,2019,265000,9800,Petrol
2984,Chevrolet Spark 1.0,Chevrolet,2011,100000,27000,Petrol
2985,Hyundai i10,Hyundai,2009,215000,27000,Petrol
2986,Toyota Etios Liva,Toyota,2012,380000,20000,Diesel
2987,Renault Duster 85PS,Renault,2013,401919,57923,Diesel
2988,Chevrolet Enjoy,Chevrolet,2014,490000,30201,Diesel
2989,Maruti Suzuki Alto,Maruti,2017,280000,6200,Petrol
2990,BMW 5 Series,BMW,2009,650000,37518,Petrol
2991,Toyota Etios Liva,Toyota,2014,160000,24652,Petrol
2992,Mahindra Jeep MM,Mahindra,2004,424000,383,Diesel
2993,Chevrolet Beat LS,Chevrolet,2016,225000,95000,Diesel
2994,Chevrolet Cruze LTZ,Chevrolet,2011,350000,35000,Diesel
2995,Jeep Wrangler Unlimited,Jeep,2015,950000,3528,Diesel
2996,Maruti Suzuki Ertiga,Maruti,2013,485000,52500,Diesel
2997,Hyundai Verna VGT,Hyundai,2010,205000,47900,Diesel
2998,Maruti Suzuki Omni,Maruti,2012,160000,14000,Petrol
2999,Maruti Suzuki Celerio,Maruti,2018,310000,37000,Petrol
3000,Tata Zest Quadrajet,Tata,2017,180000,90000,Diesel
3001,Mahindra XUV500 W6,Mahindra,2013,549900,52800,Diesel
3002,Tata Indigo CS,Tata,2016,150000,104000,Diesel
3003,Hyundai i10 Era,Hyundai,2011,175000,30000,Petrol
3004,Tata Indigo eCS,Tata,2014,95000,195000,Diesel
3005,Tata Indigo LX,Tata,2016,230000,104000,Diesel
3006,Tata Indigo eCS,Tata,2016,230000,104000,Diesel
3007,Tata Indigo Marina,Tata,2004,180000,70000,Diesel
3008,Hyundai Xcent SX,Hyundai,2015,400000,43000,Diesel
3009,Hyundai Eon Magna,Hyundai,2013,185000,23000,Petrol
3010,Renault Duster 85,Renault,2015,385000,51000,Diesel
3011,Maruti Suzuki Alto,Maruti,2009,90000,62000,Petrol
3012,Tata Nano LX,Tata,2010,32000,48008,Petrol
3013,Renault Duster 110,Renault,2013,435000,39000,Diesel
3014,Maruti Suzuki Wagon,Maruti,2010,225000,40000,Petrol
3015,Maruti Suzuki Swift,Maruti,2006,189700,48247,Petrol
3016,Maruti Suzuki Ertiga,Maruti,2012,389700,39000,Diesel
3017,Maruti Suzuki Swift,Maruti,2014,365000,23000,Petrol
3018,Maruti Suzuki Alto,Maruti,2017,360000,9400,Petrol
3019,Hyundai i20 Magna,Hyundai,2010,210000,50000,Petrol
3020,Hyundai i10 Magna,Hyundai,2009,170000,75000,Petrol
3021,Tata Zest XE,Tata,2017,380000,70000,Diesel
3022,Mahindra Xylo E8,Mahindra,2009,295000,64000,Diesel
3023,Toyota Corolla Altis,Toyota,2010,185000,55000,Petrol
3024,Tata Manza Aqua,Tata,2014,160000,200000,Diesel
3025,Renault Kwid 1.0,Renault,2018,290000,2137,Petrol
3026,Tata Venture EX,Tata,2013,100000,30000,Diesel
3027,Maruti Suzuki Swift,Maruti,2014,315000,44000,Petrol
3028,Skoda Octavia Classic,Skoda,2006,114990,65000,Diesel
3029,Maruti Suzuki Omni,Maruti,2012,120000,160000,LPG
3030,Chevrolet Beat Diesel,Chevrolet,2011,125000,56000,Diesel
3031,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
3032,Hyundai Verna 1.6,Hyundai,2018,855000,42000,Diesel
3033,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
3034,Mahindra Scorpio 2.6,Mahindra,2007,260000,56000,Diesel
3035,Maruti Suzuki Zen,Maruti,2002,95000,10544,Petrol
3036,Maruti Suzuki Swift,Maruti,2011,255000,64000,Petrol
3037,Mahindra Scorpio SLX,Mahindra,2008,300000,70000,Diesel
3038,Hyundai Grand i10,Hyundai,2014,340000,25000,Petrol
3039,Hyundai Elite i20,Hyundai,2017,550000,15000,Petrol
3040,Ford Ikon 1.6,Ford,2003,60000,50000,Petrol
3041,Toyota Innova 2.5,Toyota,2011,750000,147000,Diesel
3042,Nissan Sunny XL,Nissan,2011,230000,52000,Petrol
3043,Chevrolet Beat LT,Chevrolet,2012,130000,90001,Diesel
3044,Maruti Suzuki Alto,Maruti,2017,270000,21000,Petrol
3045,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
3046,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
3047,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
3048,Toyota Innova 2.0,Toyota,2012,600000,80000,Diesel
3049,Maruti Suzuki Swift,Maruti,2010,190000,74000,Diesel
3050,Hyundai Elite i20,Hyundai,2015,500000,22000,Petrol
3051,Mahindra XUV500 W10,Mahindra,2016,1065000,41000,Diesel
3052,Volkswagen Polo Trendline,Volkswagen,2015,350000,25000,Diesel
3053,Toyota Etios Liva,Toyota,2012,350000,85000,Diesel
3054,Mahindra TUV300 T4,Mahindra,2016,540000,29500,Diesel
3055,Hyundai Elite i20,Hyundai,2015,470000,30000,Petrol
3056,Hyundai Santro Xing,Hyundai,2014,179000,57000,Petrol
3057,Maruti Suzuki Zen,Maruti,2003,48000,60000,Petrol
3058,Maruti Suzuki Ciaz,Maruti,2016,650000,50000,Petrol
3059,Hyundai Eon Era,Hyundai,2013,190000,39700,Petrol
3060,Hyundai Elantra 1.8,Hyundai,2012,500000,65000,Petrol
3061,Maruti Suzuki Swift,Maruti,2010,270000,67000,Diesel
3062,Maruti Suzuki Zen,Maruti,2008,125000,46000,Petrol
3063,Hyundai Eon Era,Hyundai,2012,188000,38000,Petrol
3064,Hyundai Grand i10,Hyundai,2016,380000,27000,Petrol
3065,Hyundai Verna Fluidic,Hyundai,2011,365000,43000,Diesel
3066,Ford EcoSport Trend,Ford,2014,465000,47000,Petrol
3067,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol
3068,Chevrolet Beat Diesel,Chevrolet,2016,179999,19336,Diesel
3069,Tata Indica eV2,Tata,2015,140000,60105,Diesel
3070,Jaguar XF 2.2,Jaguar,2013,2190000,29000,Diesel
3071,Audi Q5 2.0,Audi,2014,2390000,34000,Diesel
3072,BMW 3 Series,BMW,2011,1075000,35000,Diesel
3073,Maruti Suzuki Swift,Maruti,2015,475000,22000,Petrol
3074,BMW X1 sDrive20d,BMW,2012,1025000,41000,Diesel
3075,Maruti Suzuki S,Maruti,2016,615000,21000,Diesel
3076,Maruti Suzuki Ertiga,Maruti,2013,475000,48000,Diesel
3077,Maruti Suzuki Alto,Maruti,2016,270000,38000,Petrol
3078,Honda City SV,Honda,2014,475000,34000,Diesel
3079,Volkswagen Vento Comfortline,Volkswagen,2011,240000,45933,Petrol
3080,Honda City 1.5,Honda,2005,120000,68000,Petrol
3081,Audi A4 2.0,Audi,2016,1900000,44000,Diesel
3082,Mahindra KUV100,Mahindra,2017,360000,35000,Diesel
3083,Tata Zest XE,Tata,2018,450000,102563,Diesel
3084,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel
3085,Maruti Suzuki Swift,Maruti,2017,650000,41800,Diesel
3086,Tata Sumo Gold,Tata,2014,275000,116000,Diesel
3087,Maruti Suzuki Swift,Maruti,2009,210000,59000,Petrol
3088,Mahindra Scorpio 2.6,Mahindra,2004,175000,58000,Diesel
3089,Maruti Suzuki Omni,Maruti,2009,85000,45000,Petrol
3090,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel
3091,Renault Duster,Renault,2014,800000,7400,Diesel
3092,Volkswagen Jetta Comfortline,Volkswagen,2009,450000,54500,Diesel
3093,Maruti Suzuki Ertiga,Maruti,2012,1000000,200000,Diesel
3094,Audi A4 2.0,Audi,2013,1510000,27000,Diesel
3095,Volvo S80 Summum,Volvo,2015,1850000,42000,Diesel
3096,Toyota Corolla Altis,Toyota,2014,790000,29000,Petrol
3097,Mitsubishi Pajero Sport,Mitsubishi,2015,1725000,37000,Diesel
3098,Chevrolet Beat LT,Chevrolet,2012,135000,36000,Petrol
3099,BMW X1,BMW,2011,1000000,34000,Diesel
3100,Datsun Redi GO,Datsun,2018,299999,7000,Petrol
3101,Mercedes Benz C,Mercedes,2009,1225000,76000,Diesel
3102,Mahindra Scorpio SLX,Mahindra,2004,175000,60000,Diesel
3103,Volkswagen Vento Comfortline,Volkswagen,2011,200000,95000,Diesel
3104,Tata Indigo CS,Tata,2017,270000,50000,Diesel
3105,Ford Figo Petrol,Ford,2019,525000,0,Petrol
3106,Honda City ZX,Honda,2006,180000,50000,Petrol
3107,Maruti Suzuki Wagon,Maruti,2008,140000,68000,Petrol
3108,Ford EcoSport Trend,Ford,2014,400000,16000,Petrol
3109,Maruti Suzuki Swift,Maruti,2016,499000,51000,Diesel
3110,Maruti Suzuki Omni,Maruti,2009,85000,56000,Petrol
3111,Maruti Suzuki Zen,Maruti,2004,70000,100000,Petrol
3112,Renault Duster RxL,Renault,2015,550000,36000,Petrol
3113,Maruti Suzuki Swift,Maruti,2014,370000,11523,Petrol
3114,Maruti Suzuki Baleno,Maruti,2018,690000,1000,Petrol
3115,Honda WR V,Honda,2009,250000,60000,Petrol
3116,Tata Indigo CS,Tata,2016,110000,85000,Diesel
3117,Renault Duster 110,Renault,2013,490000,38600,Diesel
3118,Mahindra Scorpio LX,Mahindra,2009,320000,95500,Diesel
3119,Maruti Suzuki Zen,Maruti,2004,68000,56000,Petrol
3120,Maruti Suzuki Wagon,Maruti,2014,130000,37458,Petrol
3121,Maruti Suzuki SX4,Maruti,2016,970000,85960,Diesel
3122,Audi A3 Cabriolet,Audi,2015,3100000,12516,Petrol
3123,Hyundai Eon D,Hyundai,2018,280000,35000,Petrol
3124,Maruti Suzuki Zen,Maruti,2009,125000,0,Petrol
3125,Mahindra Scorpio SLX,Mahindra,2008,285000,80000,Diesel
3126,Hyundai Santro AE,Hyundai,2011,165000,45000,Petrol
3127,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
3128,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
3129,Mahindra Xylo D2,Mahindra,2011,390000,48000,Diesel
3130,Hyundai Santro,Hyundai,2003,60000,51000,Petrol
3131,Chevrolet Beat LT,Chevrolet,2015,215000,90000,Diesel
3132,Maruti Suzuki Swift,Maruti,2015,475000,43000,Diesel
3133,Mahindra XUV500 W8,Mahindra,2015,899000,53000,Diesel
3134,Toyota Fortuner 3.0,Toyota,2013,1499000,97000,Diesel
3135,Maruti Suzuki Alto,Maruti,2013,240000,20000,Petrol
3136,Hyundai Getz GLE,Hyundai,2007,99000,55000,Petrol
3137,Maruti Suzuki Swift,Maruti,2014,260000,120000,Diesel
3138,Hyundai Creta 1.6,Hyundai,2019,1200000,0,Petrol
3139,Hyundai Santro Xing,Hyundai,2007,115000,46000,Petrol
3140,Hyundai Santro Xing,Hyundai,2009,88000,43200,Petrol
3141,Mahindra Xylo D2,Mahindra,2011,390000,56000,Diesel
3142,Hyundai Santro Xing,Hyundai,2007,135000,42000,Petrol
3143,Tata Indica V2,Tata,2009,90000,30600,Diesel
3144,Hyundai i10 Sportz,Hyundai,2011,220000,38000,Petrol
3145,Hyundai Grand i10,Hyundai,2017,424999,2550,Petrol
3146,Hyundai Santro Xing,Hyundai,2007,135000,47000,Petrol
3147,Honda City 1.5,Honda,2005,95000,41000,Petrol
3148,Nissan Micra XL,Nissan,2017,430000,62500,Diesel
3149,Honda City 1.5,Honda,2005,115000,68000,Petrol
3150,Maruti Suzuki Alto,Maruti,2015,215000,50000,Petrol
3151,Maruti Suzuki Wagon,Maruti,2004,53000,69000,Petrol
3152,Maruti Suzuki Ertiga,Maruti,2012,500000,48000,Diesel
3153,Tata Indica eV2,Tata,2012,85000,55000,Diesel
3154,Maruti Suzuki Omni,Maruti,2013,165000,25000,Petrol
3155,Hyundai Eon Era,Hyundai,2014,200000,28400,Petrol
3156,Hyundai Eon,Hyundai,2014,200000,28000,Petrol
3157,Maruti Suzuki Swift,Maruti,2015,425000,42000,Diesel
3158,Hyundai Verna 1.6,Hyundai,2012,600000,29000,Diesel
3159,Chevrolet Tavera LS,Chevrolet,2005,130000,68485,Diesel
3160,Tata Tiago Revotron,Tata,2018,430000,3500,Petrol
3161,Tata Tiago Revotorq,Tata,2019,568500,0,Petrol
3162,Maruti Suzuki Zen,Maruti,2006,71000,32000,Petrol
3163,Mahindra KUV100 K8,Mahindra,2018,560000,8000,Diesel
3164,Ford EcoSport Titanium,Ford,2014,590000,34000,Diesel
3165,Hindustan Motors Ambassador,Hindustan,1995,750000,37000,Petrol
3166,Ford Fusion 1.4,Ford,2007,125000,85455,Diesel
3167,Hyundai Santro Xing,Hyundai,2007,135000,46000,Petrol
3168,Hyundai Santro,Hyundai,2002,60000,47000,Petrol
3169,Fiat Linea Emotion,Fiat,2009,120000,64000,Petrol
3170,Ford Ikon 1.3,Ford,2008,95000,46000,Petrol
3171,Maruti Suzuki Omni,Maruti,2017,240000,8000,Petrol
3172,Tata Indica V2,Tata,2012,115000,64000,Diesel
3173,Mahindra Scorpio S4,Mahindra,2015,795000,63000,Diesel
3174,Hyundai Santro Xing,Hyundai,2007,55000,65000,Petrol
3175,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel
3176,Hyundai Grand i10,Hyundai,2014,320000,41000,Petrol
3177,Maruti Suzuki Alto,Maruti,2015,265000,14000,Petrol
3178,Toyota Corolla,Toyota,2006,160000,40000,Petrol
3179,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol
3180,Tata Sumo Grande,Tata,2010,130000,90000,Diesel
3181,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel
3182,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol
3183,Maruti Suzuki Alto,Maruti,2003,42000,60000,Petrol
3184,Tata Tiago Revotron,Tata,2017,400000,31000,Petrol
3185,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
3186,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
3187,Tata Indigo eCS,Tata,2016,130000,150000,Diesel
3188,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel
3189,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel
3190,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol
3191,Tata Sumo Gold,Tata,2013,215000,100000,Petrol
3192,Tata Nano,Tata,2013,60000,7000,Petrol
3193,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol
3194,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol
3195,Hyundai Creta,Hyundai,2016,900000,60000,Diesel
3196,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel
3197,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol
3198,Tata Bolt XM,Tata,2015,600000,15000,Petrol
3199,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol
3200,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol
3201,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel
3202,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol
3203,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol
3204,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol
3205,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel
3206,Tata Indica V2,Tata,2005,60000,80000,Diesel
3207,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel
3208,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel
3209,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel
3210,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol
3211,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol
3212,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol
3213,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol
3214,Datsun Go Plus,Datsun,2016,285000,13900,Petrol
3215,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel
3216,Tata Indica V2,Tata,2005,39999,80000,Diesel
3217,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol
3218,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol
3219,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel
